Fault and block model
   1.00
3
432
1
0
     13.50	 3.00	1.0000	    24.63 
     14.50	 3.00	1.0000	    22.66 
     15.50	 3.00	1.0000	    18.70 
     16.50	 3.00	1.0000	    15.31 
     17.50	 3.00	1.0000	    13.42 
     18.50	 3.00	1.0000	    12.02 
     19.50	 3.00	1.0000	    10.85 
     20.50	 3.00	1.0000	     9.72 
     21.50	 3.00	1.0000	     8.23 
     22.50	 3.00	1.0000	     5.97 
     23.50	 3.00	1.0000	     5.03 
     24.50	 3.00	1.0000	     5.77 
     25.50	 3.00	1.0000	     5.82
     26.50	 3.00	1.0000	     5.16 
     27.50	 3.00	1.0000	     6.22 
     28.50	 3.00	1.0000	     8.77 
     29.50	 3.00	1.0000	    10.29 
      6.00	 3.00	2.0000	    30.12 
      7.00	 3.00	2.0000	    30.38 
      8.00	 3.00	2.0000	    30.79 
      9.00	 3.00	2.0000	    31.38 
     10.00	 3.00	2.0000	    32.24 
     11.00	 3.00	2.0000	    33.11 
     12.00	 3.00	2.0000	    32.10 
     13.00	 3.00	2.0000	    28.62 
     14.00	 3.00	2.0000	    23.02 
     15.00	 3.00	2.0000	    18.98 
     16.00	 3.00	2.0000	    17.09 
     17.00	 3.00	2.0000	    16.13 
     18.00	 3.00	2.0000	    15.43 
     19.00	 3.00	2.0000	    13.23 
     20.00	 3.00	2.0000	     9.63 
     21.00	 3.00	2.0000	     6.04 
     22.00	 3.00	2.0000	     5.39 
     23.00	 3.00	2.0000	     6.51 
     24.00	 3.00	2.0000	     7.35 
     25.00	 3.00	2.0000	     7.73 
     26.00	 3.00	2.0000	     7.75 
     27.00	 3.00	2.0000	     7.11 
     28.00	 3.00	2.0000	     5.66 
      7.50	 3.00	3.0000	    36.14 
      8.50	 3.00	3.0000	    37.16 
      9.50	 3.00	3.0000	    38.03 
     10.50	 3.00	3.0000	    36.36 
     11.50	 3.00	3.0000	    31.79 
     12.50	 3.00	3.0000	    25.24 
     13.50	 3.00	3.0000	    20.93 
     14.50	 3.00	3.0000	    19.06 
     15.50	 3.00	3.0000	    18.25 
     16.50	 3.00	3.0000	    17.66 
     17.50	 3.00	3.0000	    15.16 
     18.50	 3.00	3.0000	    11.33 
     19.50	 3.00	3.0000	     8.07 
     20.50	 3.00	3.0000	     8.26 
     21.50	 3.00	3.0000	     9.75 
     22.50	 3.00	3.0000	     9.18 
     23.50	 3.00	3.0000	     8.18 
     24.50	 3.00	3.0000	     7.66 
     25.50	 3.00	3.0000	     7.78 
     26.50	 3.00	3.0000	     8.02 
      9.00	 3.00	4.0000	    39.17
     10.00	 3.00	4.0000	    33.74 
     11.00	 3.00	4.0000	    26.57 
     12.00	 3.00	4.0000	    22.10 
     13.00	 3.00	4.0000	    20.25 
     14.00	 3.00	4.0000	    19.51 
     15.00	 3.00	4.0000	    18.91 
     16.00	 3.00	4.0000	    16.11 
     17.00	 3.00	4.0000	    11.99 
     18.00	 3.00	4.0000	     8.94 
     19.00	 3.00	4.0000	     9.77 
     20.00	 3.00	4.0000	    12.12 
     21.00	 3.00	4.0000	    12.63 
     22.00	 3.00	4.0000	    12.22 
     23.00	 3.00	4.0000	    11.33 
     24.00	 3.00	4.0000	     9.77 
     25.00	 3.00	4.0000	     8.41 
     10.50	 3.00	5.0000	    22.89 
     11.50	 3.00	5.0000	    21.05 
     12.50	 3.00	5.0000	    20.34 
     13.50	 3.00	5.0000	    19.69 
     14.50	 3.00	5.0000	    16.63 
     15.50	 3.00	5.0000	    12.33 
     16.50	 3.00	5.0000	     9.50 
     17.50	 3.00	5.0000	    10.76 
     18.50	 3.00	5.0000	    13.44 
     19.50	 3.00	5.0000	    14.10 
     20.50	 3.00	5.0000	    13.88 
     21.50	 3.00	5.0000	    13.50 
     22.50	 3.00	5.0000	    13.05 
     23.50	 3.00	5.0000	    12.50 
     12.00	 3.00	6.0000	    20.22 
     13.00	 3.00	6.0000	    16.95 
     14.00	 3.00	6.0000	    12.53 
     15.00	 3.00	6.0000	     9.91 
     16.00	 3.00	6.0000	    11.48 
     17.00	 3.00	6.0000	    14.35 
     18.00	 3.00	6.0000	    15.07 
     19.00	 3.00	6.0000	    14.89 
     20.00	 3.00	6.0000	    14.58 
     21.00	 3.00	6.0000	    14.26 
     22.00	 3.00	6.0000	    13.93 
0
0
0
0
0
0
0
