Example configurations - Gradient array
1.000
11
15
Type of measurement (0=app. resistivity,1=resistance)
0
1792
1
0
4     39.000,     0.000      48.000,     0.000      45.000,     0.000      46.000,     0.000     1.7738
4     43.000,     0.000      52.000,     0.000      45.000,     0.000      46.000,     0.000     2.9927
4     40.000,     0.000      49.000,     0.000      46.000,     0.000      47.000,     0.000     1.8181
4     44.000,     0.000      53.000,     0.000      46.000,     0.000      47.000,     0.000     2.3518
4     41.000,     0.000      50.000,     0.000      47.000,     0.000      48.000,     0.000     1.9927
4     45.000,     0.000      54.000,     0.000      47.000,     0.000      48.000,     0.000     1.9954
4     42.000,     0.000      51.000,     0.000      48.000,     0.000      49.000,     0.000     2.3517
4     46.000,     0.000      55.000,     0.000      48.000,     0.000      49.000,     0.000     1.8238
4     43.000,     0.000      52.000,     0.000      49.000,     0.000      50.000,     0.000     2.9961
4     47.000,     0.000      56.000,     0.000      49.000,     0.000      50.000,     0.000     1.7852
