Time lapse data
   1.00
7
350
1
0
Time sequence data
Number of time sections
3
Time unit
Hours
Second time section interval
1.0
Third time section interval
1.0
    29.500      1.000      2.000     10.039     10.334     10.723
    30.500      1.000      2.000     10.037     10.160     10.392
    31.500      1.000      2.000     10.036     10.088     10.184
    32.500      1.000      2.000     10.035     10.059     10.099
    33.500      1.000      2.000     10.034     10.047     10.065
    34.500      1.000      2.000     10.034     10.041     10.050
    35.500      1.000      2.000     10.035     10.039     10.044
    36.500      1.000      2.000     10.036     10.038     10.041
    37.500      1.000      2.000     10.036     10.037     10.039
     3.500      1.000      3.000     17.834     17.835     17.836
     4.500      1.000      3.000     17.803     17.804     17.805
     5.500      1.000      3.000     17.767     17.768     17.768
     6.500      1.000      3.000     17.723     17.724     17.725
     7.500      1.000      3.000     17.668     17.669     17.670
     8.500      1.000      3.000     17.593     17.594     17.596
     9.500      1.000      3.000     17.487     17.489     17.491
    10.500      1.000      3.000     17.331     17.333     17.335
    11.500      1.000      3.000     17.090     17.092     17.095
    12.500      1.000      3.000     16.718     16.722     16.725
    13.500      1.000      3.000     16.199     16.204     16.209
    14.500      1.000      3.000     15.730     15.736     15.743
    15.500      1.000      3.000     15.325     15.333     15.343
    16.500      1.000      3.000     14.613     14.625     14.639
    17.500      1.000      3.000     13.161     13.179     13.204
    18.500      1.000      3.000     12.008     12.041     12.091
    19.500      1.000      3.000     11.327     11.396     11.512
    20.500      1.000      3.000     10.843     10.997     11.242
    21.500      1.000      3.000     10.506     10.831     11.174
    22.500      1.000      3.000     10.328     10.803     11.296
    23.500      1.000      3.000     10.233     10.750     11.668
    24.500      1.000      3.000     10.179     10.916     12.061
    25.500      1.000      3.000     10.146     11.369     12.013
    26.500      1.000      3.000     10.124     11.344     11.989
    27.500      1.000      3.000     10.109     10.846     11.988
    28.500      1.000      3.000     10.099     10.621     11.539
    29.500      1.000      3.000     10.092     10.575     11.074
    30.500      1.000      3.000     10.087     10.421     10.772
    31.500      1.000      3.000     10.084     10.246     10.501
    32.500      1.000      3.000     10.081     10.158     10.282
    33.500      1.000      3.000     10.081     10.119     10.176
    34.500      1.000      3.000     10.081     10.102     10.130
    35.500      1.000      3.000     10.083     10.094     10.110
    36.500      1.000      3.000     10.085     10.092     10.101
     4.500      1.000      4.000     20.544     20.545     20.547
     5.500      1.000      4.000     20.467     20.469     20.470
     6.500      1.000      4.000     20.373     20.375     20.377
     7.500      1.000      4.000     20.252     20.254     20.257
     8.500      1.000      4.000     20.088     20.091     20.094
