Pole-dipole 4 boreholes test
1.0
12
1160
2
0
Surface Electrodes
16
0.0,  0.0
1.0,  0.0
2.0,  0.0
3.0,  0.0
4.0,  0.0
5.0,  0.0
6.0,  0.0
7.0,  0.0
8.0,  0.0
9.0,  0.0
10.0, 0.0
11.0, 0.0
12.0, 0.0
13.0, 0.0
14.0, 0.0
15.0, 0.0
Number of boreholes
4
Borehole 1 Electrodes
11
  4.0 1.0
  4.0 2.0
  4.0 3.0
  4.0 4.0
  4.0 5.0
  4.0 6.0
  4.0 7.0
  4.0 8.0
  4.0 9.0
  4.0 10.0
  4.0 11.0
Borehole 2 Electrodes
11
  5.0 1.0
  5.0 2.0
  5.0 3.0
  5.0 4.0
  5.0 5.0
  5.0 6.0
  5.0 7.0
  5.0 8.0
  5.0 9.0
  5.0 10.0
  5.0 11.0
Borehole 3 Electrodes
11
 10.0 1.0
 10.0 2.0
 10.0 3.0
 10.0 4.0
 10.0 5.0
 10.0 6.0
 10.0 7.0
 10.0 8.0
 10.0 9.0
 10.0 10.0
 10.0 11.0
Borehole 4 Electrodes
11
11.0 1.0
11.0 2.0
11.0 3.0
11.0 4.0
11.0 5.0
11.0 6.0
11.0 7.0
11.0 8.0
11.0 9.0
11.0 10.0
11.0 11.0
Error estimate for data present
Type of error estimate (0=same unit as data)
0
Measured Data
3   10.000    4.000   5.000    9.000    5.000   10.000   76.552712  1.055764
3   10.000    4.000   5.000   10.000    5.000   11.000   81.193792  0.445933
3   10.000    5.000  10.000    6.000   10.000    7.000  117.098538  1.741047
3   10.000    5.000  10.000    7.000   10.000    8.000  117.167078  0.512205
3   10.000    5.000  10.000    8.000   10.000    9.000  117.954645  1.880663
3   10.000    5.000  10.000    9.000   10.000   10.000  113.264030  0.826485
3   10.000    5.000  10.000   10.000   10.000   11.000  114.737871  1.952532
3   10.000    5.000  10.000    4.000   10.000    3.000  116.806430  0.720968
3   10.000    5.000  10.000    3.000   10.000    2.000  134.386065  2.430666
3   10.000    5.000  10.000    2.000   10.000    1.000  129.917288  0.656107
3   10.000    5.000   1.000    0.000    0.000    0.000   90.580760  1.735156
3   10.000    5.000   2.000    0.000    1.000    0.000   90.553853  0.368284
3   10.000    5.000   3.000    0.000    2.000    0.000   91.128119  1.799333
3   10.000    5.000   4.000    0.000    3.000    0.000   98.345537  0.508097
3   10.000    5.000   5.000    0.000    4.000    0.000  103.762508  1.929204
3   10.000    5.000   6.000    0.000    5.000    0.000  117.410101  0.735251
3   10.000    5.000   7.000    0.000    6.000    0.000  127.898615  2.230871
3   10.000    5.000   8.000    0.000    7.000    0.000  147.223879  1.083102
3   10.000    5.000   9.000    0.000    8.000    0.000  165.188118  2.691963
3   10.000    5.000  11.000    0.000   12.000    0.000  101.743933  0.457915
3   10.000    5.000  12.000    0.000   13.000    0.000  108.465229  1.643414
3   10.000    5.000  13.000    0.000   14.000    0.000  113.122372  0.633251
3   10.000    5.000  14.000    0.000   15.000    0.000  111.173790  1.557464
3   10.000    5.000   5.000    6.000    5.000    7.000   12.444799  0.083305
3   10.000    5.000   5.000    7.000    5.000    8.000   48.211719  0.620526
3   10.000    5.000   5.000    8.000    5.000    9.000   69.490000  0.541079
3   10.000    5.000   5.000    9.000    5.000   10.000   79.091131  0.928034
3   10.000    5.000   5.000   10.000    5.000   11.000   87.179522  0.773951
3   10.000    6.000  10.000    7.000   10.000    8.000  106.370492  1.127570
3   10.000    6.000  10.000    8.000   10.000    9.000  110.301368  1.099319
3   10.000    6.000  10.000    9.000   10.000   10.000  109.404645  1.035883
3   10.000    6.000  10.000   10.000   10.000   11.000  112.361313  1.241790
3   10.000    6.000  10.000    5.000   10.000    4.000  108.971550  0.908699
3   10.000    6.000  10.000    4.000   10.000    3.000  130.750817  1.586770
3   10.000    6.000  10.000    3.000   10.000    2.000  136.110169  0.981780
3   10.000    6.000  10.000    2.000   10.000    1.000  131.720013  1.740857
3   10.000    6.000   1.000    0.000    0.000    0.000   85.524853  0.520732
3   10.000    6.000   2.000    0.000    1.000    0.000   87.356107  1.248815
3   10.000    6.000   3.000    0.000    2.000    0.000   86.883697  0.431634
3   10.000    6.000   4.000    0.000    3.000    0.000   92.015815  1.414527
3   10.000    6.000   5.000    0.000    4.000    0.000   96.479805  0.761765
3   10.000    6.000   6.000    0.000    5.000    0.000  110.249258  1.813170
3   10.000    6.000   7.000    0.000    6.000    0.000  123.891809  0.838698
3   10.000    6.000   8.000    0.000    7.000    0.000  149.685355  2.622245
3   10.000    6.000   9.000    0.000    8.000    0.000  180.025642  1.016670
3   10.000    6.000  11.000    0.000   12.000    0.000   86.260326  1.603435
3   10.000    6.000  12.000    0.000   13.000    0.000  100.375001  0.454337
3   10.000    6.000  13.000    0.000   14.000    0.000  103.666952  2.110513
3   10.000    6.000  14.000    0.000   15.000    0.000  107.963935  0.494621
3   10.000    6.000   5.000    7.000    5.000    8.000   47.608652  0.914305
3   10.000    6.000   5.000    8.000    5.000    9.000   80.337721  0.456290
3   10.000    6.000   5.000    9.000    5.000   10.000   89.707862  1.619630
3   10.000    6.000   5.000   10.000    5.000   11.000   96.380898  0.653031
3   10.000    7.000  10.000    8.000   10.000    9.000  102.353182  1.730353
3   10.000    7.000  10.000    9.000   10.000   10.000  105.716866  0.831757
3   10.000    7.000  10.000   10.000   10.000   11.000  105.246135  1.658627
3   10.000    7.000  10.000    6.000   10.000    5.000  103.328487  0.518146
3   10.000    7.000  10.000    5.000   10.000    4.000  112.541999  1.645043
3   10.000    7.000  10.000    4.000   10.000    3.000  131.976333  0.806625
3   10.000    7.000  10.000    3.000   10.000    2.000  132.046908  1.779478
3   10.000    7.000  10.000    2.000   10.000    1.000  125.342047  0.903166
3   10.000    7.000   1.000    0.000    0.000    0.000   85.195013  1.051211
3   10.000    7.000   2.000    0.000    1.000    0.000   85.953033  0.713249
3   10.000    7.000   3.000    0.000    2.000    0.000   84.031191  0.941397
3   10.000    7.000   4.000    0.000    3.000    0.000   87.189083  0.818448
3   10.000    7.000   5.000    0.000    4.000    0.000   90.044275  0.906706
3   10.000    7.000   6.000    0.000    5.000    0.000  101.712132  1.065411
3   10.000    7.000   7.000    0.000    6.000    0.000  116.096736  1.037900
3   10.000    7.000   8.000    0.000    7.000    0.000  143.920465  1.663736
3   10.000    7.000  12.000    0.000   13.000    0.000   91.486535  0.714660
3   10.000    7.000  13.000    0.000   14.000    0.000  100.653831  1.272453
3   10.000    7.000  14.000    0.000   15.000    0.000  101.515073  0.678714
3   10.000    7.000   5.000    8.000    5.000    9.000   92.724813  1.272413
3   10.000    7.000   5.000    9.000    5.000   10.000   99.955511  0.556131
3   10.000    7.000   5.000   10.000    5.000   11.000  104.023637  1.539498
3   10.000    8.000  10.000    9.000   10.000   10.000  102.587621  0.455797
3   10.000    8.000  10.000   10.000   10.000   11.000  105.383955  1.673010
3   10.000    8.000  10.000    7.000   10.000    6.000   99.829658  0.735627
3   10.000    8.000  10.000    6.000   10.000    5.000  105.869507  1.794373
3   10.000    8.000  10.000    5.000   10.000    4.000  116.503242  0.727448
3   10.000    8.000  10.000    4.000   10.000    3.000  133.981586  2.414203
3   10.000    8.000  10.000    3.000   10.000    2.000  130.820833  0.670027
3   10.000    8.000  10.000    2.000   10.000    1.000  122.859193  2.345109
3   10.000    8.000   2.000    0.000    1.000    0.000   86.502133  0.345730
3   10.000    8.000   3.000    0.000    2.000    0.000   83.329069  1.651476
3   10.000    8.000   4.000    0.000    3.000    0.000   85.506313  0.435771
3   10.000    8.000   5.000    0.000    4.000    0.000   86.413963  1.612999
3   10.000    8.000   6.000    0.000    5.000    0.000   96.845748  0.599700
3   10.000    8.000   7.000    0.000    6.000    0.000  110.358877  1.933023
3   10.000    8.000  13.000    0.000   14.000    0.000   96.297467  0.701726
3   10.000    8.000  14.000    0.000   15.000    0.000   97.590978  1.597514
3   10.000    8.000   5.000    5.000    5.000    4.000  147.039596  0.651458
3   10.000    8.000   5.000    9.000    5.000   10.000  103.192773  1.571058
3   10.000    8.000   5.000   10.000    5.000   11.000  104.256520  0.576321
3   10.000    9.000  10.000    8.000   10.000    7.000   99.418372  1.400018
3   10.000    9.000  10.000    7.000   10.000    6.000   99.419592  0.658568
3   10.000    9.000  10.000    6.000   10.000    5.000  105.093986  1.360283
3   10.000    9.000  10.000    5.000   10.000    4.000  120.097996  0.926762
3   10.000    9.000  10.000    4.000   10.000    3.000  130.419439  1.539759
3   10.000    9.000  10.000    3.000   10.000    2.000  130.923467  1.153188
3   10.000    9.000   5.000    5.000    5.000    4.000  140.002406  1.494206
3   10.000    9.000   5.000    6.000    5.000    5.000  180.709120  1.788496
3   10.000    9.000   5.000    7.000    5.000    6.000  159.881160  1.525350
3   10.000    9.000   5.000   10.000    5.000   11.000  103.244957  1.133889
3   10.000   10.000  10.000    9.000   10.000    8.000  100.156832  0.842405
3   10.000   10.000  10.000    8.000   10.000    7.000   99.404303  1.199485
3   10.000   10.000  10.000    7.000   10.000    6.000   97.782061  0.712339
3   10.000   10.000  10.000    6.000   10.000    5.000  109.406512  1.438540
3   10.000   10.000  10.000    5.000   10.000    4.000  119.594776  0.736745
3   10.000   10.000  10.000    4.000   10.000    3.000  133.757257  1.902948
3   10.000   10.000  10.000    3.000   10.000    2.000  128.318129  0.646654
3   10.000   10.000   5.000    6.000    5.000    5.000  163.851486  2.507584
3   10.000   10.000   5.000    7.000    5.000    6.000  138.166036  1.100840
3   10.000   10.000   5.000    8.000    5.000    7.000  112.805692  1.847486
3   10.000   11.000  10.000   10.000   10.000    9.000   98.936170  0.676859
3   10.000   11.000  10.000    9.000   10.000    8.000   98.913078  1.726036
3   10.000   11.000  10.000    8.000   10.000    7.000   95.416117  0.545682
3   10.000   11.000  10.000    7.000   10.000    6.000   99.248068  1.838087
3   10.000   11.000  10.000    6.000   10.000    5.000  107.859388  0.495921
3   10.000   11.000  10.000    5.000   10.000    4.000  122.769490  2.404652
3   10.000   11.000  10.000    4.000   10.000    3.000  132.015062  0.595705
3   10.000   11.000   5.000    6.000    5.000    5.000  149.289125  2.878020
3   10.000   11.000   5.000    7.000    5.000    6.000  130.849758  0.734020
3   10.000   11.000   5.000    8.000    5.000    7.000  106.275852  1.926556
3   10.000   11.000   5.000    9.000    5.000    8.000  104.269993  0.699200
0
0
0
0
0
0


